country,year,iso_code,population,gdp,co2,co2_growth_prct,co2_per_gdp,co2_per_unit_energy,energy_per_capita,primary_energy_consumption,lat,long,continent
Afghanistan,1980,AFG,13356500.0,15329836032.0,1.756,-21.34,0.115,0.225,583.294,7.791,33.7680065,66.2385139,Asia
Afghanistan,1981,AFG,13171679.0,15645343744.0,1.978,12.65,0.126,0.225,666.378,8.777,33.7680065,66.2385139,Asia
Afghanistan,1982,AFG,12882518.0,15980409856.0,2.095,5.87,0.131,0.224,725.66,9.348,33.7680065,66.2385139,Asia
Afghanistan,1983,AFG,12537732.0,16755333120.0,2.52,20.31,0.15,0.22,912.14,11.436,33.7680065,66.2385139,Asia
Afghanistan,1984,AFG,12204306.0,17072152576.0,2.822,11.97,0.165,0.246,941.393,11.489,33.7680065,66.2385139,Asia
Afghanistan,1985,AFG,11938204.0,17108480000.0,3.501,24.1,0.205,0.312,939.612,11.217,33.7680065,66.2385139,Asia
Afghanistan,1986,AFG,11736177.0,17641345024.0,3.134,-10.5,0.178,0.273,976.669,11.462,33.7680065,66.2385139,Asia
Afghanistan,1987,AFG,11604538.0,15810816000.0,3.114,-0.63,0.197,0.169,1592.702,18.483,33.7680065,66.2385139,Asia
Afghanistan,1988,AFG,11618008.0,14499068928.0,2.857,-8.25,0.197,0.088,2805.61,32.596,33.7680065,66.2385139,Asia
Afghanistan,1989,AFG,11868873.0,13489497088.0,2.765,-3.22,0.205,0.086,2700.474,32.052,33.7680065,66.2385139,Asia
Afghanistan,1990,AFG,12412311.0,13065984000.0,2.603,-5.85,0.199,0.082,2557.586,31.746,33.7680065,66.2385139,Asia
Afghanistan,1991,AFG,13299016.0,12047362048.0,2.427,-6.76,0.201,0.175,1045.398,13.903,33.7680065,66.2385139,Asia
Afghanistan,1992,AFG,14485543.0,12677538816.0,1.379,-43.17,0.109,0.15,632.892,9.168,33.7680065,66.2385139,Asia
Afghanistan,1993,AFG,15816601.0,9834580992.0,1.333,-3.36,0.135,0.146,575.683,9.105,33.7680065,66.2385139,Asia
Afghanistan,1994,AFG,17075728.0,7919857152.0,1.282,-3.86,0.162,0.145,516.283,8.816,33.7680065,66.2385139,Asia
Afghanistan,1995,AFG,18110662.0,12307525632.0,1.23,-3.99,0.1,0.166,410.195,7.429,33.7680065,66.2385139,Asia
Afghanistan,1996,AFG,18853444.0,12070125568.0,1.165,-5.33,0.097,0.16,386.445,7.286,33.7680065,66.2385139,Asia
Afghanistan,1997,AFG,19357126.0,11850752000.0,1.084,-6.94,0.091,0.156,358.42,6.938,33.7680065,66.2385139,Asia
Afghanistan,1998,AFG,19737770.0,11692172288.0,1.029,-5.07,0.088,0.152,342.097,6.752,33.7680065,66.2385139,Asia
Afghanistan,1999,AFG,20170848.0,11517317120.0,0.81,-21.34,0.07,0.12,334.576,6.749,33.7680065,66.2385139,Asia
Afghanistan,2000,AFG,20779958.0,11283792896.0,0.758,-6.4,0.067,0.128,284.582,5.914,33.7680065,66.2385139,Asia
Afghanistan,2001,AFG,21606992.0,11021273088.0,0.798,5.32,0.072,0.171,215.86,4.664,33.7680065,66.2385139,Asia
Afghanistan,2002,AFG,22600774.0,18804871168.0,1.052,31.79,0.056,0.237,195.93,4.428,33.7680065,66.2385139,Asia
Afghanistan,2003,AFG,23680872.0,21074343936.0,1.186,12.77,0.056,0.228,219.91,5.208,33.7680065,66.2385139,Asia
Afghanistan,2004,AFG,24726690.0,22332571648.0,0.889,-25.02,0.04,0.185,194.542,4.81,33.7680065,66.2385139,Asia
Afghanistan,2005,AFG,25654274.0,25397688320.0,1.303,46.57,0.051,0.212,239.855,6.153,33.7680065,66.2385139,Asia
Afghanistan,2006,AFG,26433058.0,28704401408.0,1.635,25.48,0.057,0.211,293.018,7.745,33.7680065,66.2385139,Asia
Afghanistan,2007,AFG,27100542.0,34507530240.0,2.269,38.72,0.066,0.226,370.438,10.039,33.7680065,66.2385139,Asia
Afghanistan,2008,AFG,27722282.0,36561043456.0,4.2,85.12,0.115,0.245,618.723,17.152,33.7680065,66.2385139,Asia
Afghanistan,2009,AFG,28394806.0,44358721536.0,6.74,60.49,0.152,0.241,984.123,27.944,33.7680065,66.2385139,Asia
Afghanistan,2010,AFG,29185512.0,47399424000.0,8.398,24.6,0.177,0.242,1190.324,34.74,33.7680065,66.2385139,Asia
Afghanistan,2011,AFG,30117410.0,53326336000.0,12.106,44.15,0.227,0.257,1567.178,47.199,33.7680065,66.2385139,Asia
Afghanistan,2012,AFG,31161378.0,59166900224.0,10.219,-15.59,0.173,0.236,1388.242,43.26,33.7680065,66.2385139,Asia
Afghanistan,2013,AFG,32269592.0,62993698816.0,8.441,-17.4,0.134,0.231,1130.743,36.489,33.7680065,66.2385139,Asia
Afghanistan,2014,AFG,33370804.0,64346107904.0,7.774,-7.9,0.121,0.232,1003.933,33.502,33.7680065,66.2385139,Asia
Afghanistan,2015,AFG,34413600.0,62783393792.0,7.904,1.67,0.126,0.214,1075.505,37.012,33.7680065,66.2385139,Asia
Afghanistan,2016,AFG,35383028.0,64297426944.0,6.745,-14.67,0.105,0.196,973.857,34.458,33.7680065,66.2385139,Asia
Afghanistan,2017,AFG,36296108.0,68752801792.0,6.86,1.71,0.1,0.187,1008.832,36.617,33.7680065,66.2385139,Asia
Afghanistan,2018,AFG,37171920.0,67594969088.0,8.345,21.65,0.123,0.199,1129.595,41.989,33.7680065,66.2385139,Asia
Albania,1980,ALB,2682697.0,9993752576.0,5.166,-31.85,0.517,0.108,17804.939,47.765,41.000028,19.9999619,Europe
Albania,1981,ALB,2737018.0,10248711168.0,7.335,41.99,0.716,0.154,17351.201,47.491,41.000028,19.9999619,Europe
Albania,1982,ALB,2790284.0,10517106688.0,7.302,-0.45,0.694,0.153,17104.168,47.725,41.000028,19.9999619,Europe
Albania,1983,ALB,2844867.0,10795983872.0,7.625,4.42,0.706,0.154,17444.557,49.627,41.000028,19.9999619,Europe
Albania,1984,ALB,2904142.0,11080088576.0,7.819,2.55,0.706,0.157,17196.469,49.941,41.000028,19.9999619,Europe
Albania,1985,ALB,2969671.0,11371456512.0,7.874,0.7,0.692,0.158,16782.521,49.839,41.000028,19.9999619,Europe
Albania,1986,ALB,3044201.0,11669744640.0,8.05,2.23,0.69,0.165,15988.396,48.672,41.000028,19.9999619,Europe
Albania,1987,ALB,3124892.0,11975300096.0,7.438,-7.6,0.621,0.152,15628.546,48.838,41.000028,19.9999619,Europe
Albania,1988,ALB,3200972.0,12296424448.0,7.321,-1.58,0.595,0.148,15435.657,49.409,41.000028,19.9999619,Europe
Albania,1989,ALB,3257913.0,12617018368.0,8.977,22.62,0.711,0.191,14423.707,46.991,41.000028,19.9999619,Europe
Albania,1990,ALB,3286070.0,12947849216.0,5.445,-39.35,0.421,0.162,10242.583,33.658,41.000028,19.9999619,Europe
Albania,1991,ALB,3280397.0,9375844352.0,4.228,-22.34,0.451,0.15,8605.571,28.23,41.000028,19.9999619,Europe
Albania,1992,ALB,3245887.0,8745680896.0,2.495,-40.99,0.285,0.101,7601.625,24.674,41.000028,19.9999619,Europe
Albania,1993,ALB,3195196.0,9636359168.0,2.316,-7.2,0.24,0.107,6772.183,21.638,41.000028,19.9999619,Europe
Albania,1994,ALB,3146518.0,10596127744.0,1.913,-17.41,0.181,0.093,6536.498,20.567,41.000028,19.9999619,Europe
Albania,1995,ALB,3112923.0,11600734208.0,2.066,8.05,0.178,0.091,7301.038,22.728,41.000028,19.9999619,Europe
Albania,1996,ALB,3098699.0,12727380992.0,1.993,-3.55,0.157,0.08,8071.599,25.011,41.000028,19.9999619,Europe
Albania,1997,ALB,3099747.0,11396507648.0,1.532,-23.16,0.134,0.067,7369.606,22.844,41.000028,19.9999619,Europe
Albania,1998,ALB,3110699.0,12466707456.0,1.744,13.88,0.14,0.071,7899.13,24.572,41.000028,19.9999619,Europe
Albania,1999,ALB,3122700.0,14151858176.0,2.975,70.59,0.21,0.134,7081.705,22.114,41.000028,19.9999619,Europe
Albania,2000,ALB,3129246.0,15214264320.0,3.004,0.99,0.198,0.105,9181.736,28.732,41.000028,19.9999619,Europe
Albania,2003,ALB,3118017.0,18465497088.0,4.232,12.9,0.229,0.127,10670.284,33.27,41.000028,19.9999619,Europe
Albania,2004,ALB,3104893.0,19587880960.0,4.104,-3.03,0.209,0.116,11429.229,35.487,41.000028,19.9999619,Europe
Albania,2005,ALB,3086810.0,20781076480.0,4.199,2.32,0.202,0.12,11342.989,35.014,41.000028,19.9999619,Europe
Albania,2006,ALB,3063021.0,22124285952.0,3.844,-8.46,0.174,0.117,10763.035,32.967,41.000028,19.9999619,Europe
Albania,2007,ALB,3033993.0,23574646784.0,3.829,-0.38,0.162,0.135,9352.9,28.377,41.000028,19.9999619,Europe
Albania,2008,ALB,3002683.0,25476937728.0,4.272,11.58,0.168,0.138,10321.023,30.991,41.000028,19.9999619,Europe
Albania,2009,ALB,2973044.0,26471389184.0,4.254,-0.43,0.161,0.126,11359.72,33.773,41.000028,19.9999619,Europe
Albania,2010,ALB,2948029.0,27598268416.0,4.448,4.57,0.161,0.123,12232.12,36.061,41.000028,19.9999619,Europe
Albania,2011,ALB,2928601.0,28452651008.0,5.031,13.1,0.177,0.16,10751.088,31.486,41.000028,19.9999619,Europe
Albania,2012,ALB,2914091.0,28855377920.0,4.668,-7.21,0.162,0.152,10572.751,30.81,41.000028,19.9999619,Europe
Albania,2013,ALB,2903788.0,29142642688.0,4.928,5.57,0.169,0.127,13315.434,38.665,41.000028,19.9999619,Europe
Albania,2014,ALB,2896307.0,29675640832.0,5.621,14.05,0.189,0.165,11759.688,34.06,41.000028,19.9999619,Europe
Albania,2015,ALB,2890524.0,30444531712.0,4.496,-20.01,0.148,0.132,11791.417,34.083,41.000028,19.9999619,Europe
Albania,2016,ALB,2886427.0,31481821184.0,4.492,-0.08,0.143,0.118,13159.583,37.984,41.000028,19.9999619,Europe
Albania,2017,ALB,2884169.0,32678760448.0,5.302,18.03,0.162,0.144,12737.591,36.737,41.000028,19.9999619,Europe
Albania,2018,ALB,2882735.0,34009112576.0,4.734,-10.71,0.139,0.114,14455.136,41.67,41.000028,19.9999619,Europe
Algeria,1965,DZA,12550880.0,35661975552.0,6.589,16.75,0.185,0.266,1978.558,24.833,28.0000272,2.9999825,Africa
Algeria,1966,DZA,12902626.0,33932634112.0,8.421,27.81,0.248,0.283,2312.128,29.833,28.0000272,2.9999825,Africa
Algeria,1967,DZA,13275020.0,37094768640.0,8.432,0.13,0.227,0.299,2127.862,28.247,28.0000272,2.9999825,Africa
Algeria,1968,DZA,13663581.0,41423888384.0,9.05,7.34,0.219,0.299,2220.866,30.345,28.0000272,2.9999825,Africa
Algeria,1969,DZA,14061724.0,45387460608.0,11.263,24.45,0.248,0.336,2385.141,33.539,28.0000272,2.9999825,Africa
Algeria,1970,DZA,14464992.0,49945669632.0,15.059,33.7,0.301,0.411,2541.232,36.759,28.0000272,2.9999825,Africa
Algeria,1971,DZA,14872253.0,45701218304.0,18.65,23.84,0.408,0.47,2671.609,39.733,28.0000272,2.9999825,Africa
Algeria,1972,DZA,15285992.0,55293906944.0,28.323,51.87,0.512,0.636,2920.834,44.648,28.0000272,2.9999825,Africa
Algeria,1973,DZA,15709831.0,57097850880.0,38.277,35.15,0.67,0.721,3389.64,53.251,28.0000272,2.9999825,Africa
Algeria,1974,DZA,16149018.0,60577882112.0,31.877,-16.72,0.526,0.542,3647.834,58.909,28.0000272,2.9999825,Africa
Algeria,1975,DZA,16607705.0,64883814400.0,32.001,0.39,0.493,0.455,4237.171,70.37,28.0000272,2.9999825,Africa
Algeria,1976,DZA,17085798.0,69150105600.0,39.131,22.28,0.566,0.477,4805.284,82.102,28.0000272,2.9999825,Africa
Algeria,1977,DZA,17582898.0,75438030848.0,41.845,6.94,0.555,0.464,5130.702,90.213,28.0000272,2.9999825,Africa
Algeria,1978,DZA,18102266.0,85103919104.0,62.455,49.25,0.734,0.551,6262.281,113.361,28.0000272,2.9999825,Africa
Algeria,1979,DZA,18647800.0,92753895424.0,45.546,-27.07,0.491,0.307,7965.562,148.54,28.0000272,2.9999825,Africa
Algeria,1980,DZA,19221658.0,94481653760.0,66.416,45.82,0.703,0.375,9215.8,177.143,28.0000272,2.9999825,Africa
Algeria,1981,DZA,19824296.0,96860520448.0,46.342,-30.23,0.478,0.215,10854.67,215.186,28.0000272,2.9999825,Africa
Algeria,1982,DZA,20452900.0,103073660928.0,39.173,-15.47,0.38,0.158,12130.901,248.112,28.0000272,2.9999825,Africa
Algeria,1983,DZA,21101876.0,108430385152.0,52.504,34.03,0.484,0.194,12840.881,270.967,28.0000272,2.9999825,Africa
Algeria,1984,DZA,21763578.0,114406670336.0,70.947,35.13,0.62,0.273,11955.58,260.196,28.0000272,2.9999825,Africa
Algeria,1985,DZA,22431508.0,120364212224.0,72.609,2.34,0.603,0.277,11693.221,262.297,28.0000272,2.9999825,Africa
Algeria,1986,DZA,23102386.0,119145037824.0,76.08,4.78,0.639,0.274,12011.337,277.491,28.0000272,2.9999825,Africa
Algeria,1987,DZA,23774288.0,118321217536.0,83.883,10.26,0.709,0.294,11994.811,285.168,28.0000272,2.9999825,Africa
Algeria,1988,DZA,24443472.0,115821715456.0,83.708,-0.21,0.723,0.274,12495.025,305.422,28.0000272,2.9999825,Africa
Algeria,1989,DZA,25106192.0,119762436096.0,79.808,-4.66,0.666,0.269,11832.47,297.068,28.0000272,2.9999825,Africa
Algeria,1990,DZA,25758872.0,117843181568.0,76.738,-3.85,0.651,0.244,12227.776,314.974,28.0000272,2.9999825,Africa
Algeria,1991,DZA,26400468.0,121105154048.0,78.807,2.7,0.651,0.253,11821.574,312.095,28.0000272,2.9999825,Africa
Algeria,1992,DZA,27028330.0,127982673920.0,79.883,1.37,0.624,0.25,11847.824,320.227,28.0000272,2.9999825,Africa
Algeria,1993,DZA,27635518.0,130275762176.0,81.944,2.58,0.629,0.275,10783.044,297.995,28.0000272,2.9999825,Africa
Algeria,1994,DZA,28213778.0,134279872512.0,86.147,5.13,0.642,0.285,10701.194,301.921,28.0000272,2.9999825,Africa
Algeria,1995,DZA,28757788.0,145054695424.0,94.981,10.25,0.655,0.303,10889.045,313.145,28.0000272,2.9999825,Africa
Algeria,1996,DZA,29266414.0,156579102720.0,96.786,1.9,0.618,0.312,10589.775,309.925,28.0000272,2.9999825,Africa
Algeria,1997,DZA,29742980.0,164644454400.0,87.005,-10.11,0.528,0.292,10014.455,297.86,28.0000272,2.9999825,Africa
Algeria,1998,DZA,30192750.0,179962871808.0,106.621,22.55,0.592,0.346,10212.684,308.349,28.0000272,2.9999825,Africa
Algeria,1999,DZA,30623406.0,193179811840.0,91.668,-14.02,0.475,0.294,10169.809,311.434,28.0000272,2.9999825,Africa
Algeria,2000,DZA,31042238.0,208554147840.0,82.221,-10.31,0.394,0.274,9662.501,299.946,28.0000272,2.9999825,Africa
Algeria,2001,DZA,31451514.0,223420301312.0,83.78,1.9,0.375,0.27,9882.289,310.813,28.0000272,2.9999825,Africa
Algeria,2002,DZA,31855110.0,245360885760.0,89.407,6.72,0.364,0.278,10106.716,321.951,28.0000272,2.9999825,Africa
Algeria,2003,DZA,32264158.0,273568645120.0,91.048,1.84,0.333,0.27,10442.613,336.922,28.0000272,2.9999825,Africa
Algeria,2004,DZA,32692152.0,296773615616.0,87.853,-3.51,0.296,0.251,10699.137,349.778,28.0000272,2.9999825,Africa
Algeria,2005,DZA,33149718.0,326854475776.0,106.473,21.19,0.326,0.291,11049.01,366.272,28.0000272,2.9999825,Africa
Algeria,2006,DZA,33641008.0,345705349120.0,100.203,-5.89,0.29,0.264,11272.553,379.22,28.0000272,2.9999825,Africa
Algeria,2007,DZA,34166976.0,371665207296.0,108.402,8.18,0.292,0.271,11696.668,399.64,28.0000272,2.9999825,Africa
Algeria,2008,DZA,34730604.0,395658559488.0,109.032,0.58,0.276,0.257,12195.495,423.557,28.0000272,2.9999825,Africa
Algeria,2009,DZA,35333884.0,418247671808.0,120.185,10.23,0.287,0.268,12703.368,448.859,28.0000272,2.9999825,Africa
Algeria,2010,DZA,35977448.0,450705883136.0,117.813,-1.97,0.261,0.268,12201.946,438.995,28.0000272,2.9999825,Africa
Algeria,2011,DZA,36661436.0,482034778112.0,119.808,1.69,0.249,0.258,12669.67,464.488,28.0000272,2.9999825,Africa
Algeria,2012,DZA,37383900.0,497923358720.0,128.111,6.93,0.257,0.252,13579.96,507.672,28.0000272,2.9999825,Africa
Algeria,2013,DZA,38140136.0,511887736832.0,132.435,3.38,0.259,0.247,14079.048,536.977,28.0000272,2.9999825,Africa
Algeria,2014,DZA,38923688.0,531308085248.0,142.529,7.62,0.268,0.243,15045.164,585.613,28.0000272,2.9999825,Africa
Algeria,2015,DZA,39728020.0,551519125504.0,149.683,5.02,0.271,0.242,15543.643,617.518,28.0000272,2.9999825,Africa
Algeria,2017,DZA,41389176.0,582167232512.0,154.936,4.03,0.266,0.248,15071.444,623.795,28.0000272,2.9999825,Africa
Algeria,2018,DZA,42228416.0,590317551616.0,161.487,4.23,0.274,0.241,15898.334,671.361,28.0000272,2.9999825,Africa
Argentina,1965,ARG,22159644.0,226284879872.0,58.805,5.63,0.26,0.179,14825.098,328.519,-34.9964963,-64.9672817,South America
Argentina,1966,ARG,22494032.0,227834527744.0,63.073,7.26,0.277,0.186,15077.996,339.165,-34.9964963,-64.9672817,South America
Argentina,1967,ARG,22828872.0,233929097216.0,65.476,3.81,0.28,0.188,15288.582,349.021,-34.9964963,-64.9672817,South America
Argentina,1968,ARG,23168268.0,243886489600.0,69.009,5.4,0.283,0.191,15574.313,360.83,-34.9964963,-64.9672817,South America
Argentina,1969,ARG,23517614.0,264721498112.0,77.249,11.94,0.292,0.207,15856.098,372.898,-34.9964963,-64.9672817,South America
Argentina,1970,ARG,23880564.0,278897360896.0,82.648,6.99,0.296,0.234,14801.702,353.473,-34.9964963,-64.9672817,South America
Argentina,1971,ARG,24259564.0,292438867968.0,88.847,7.5,0.304,0.237,15446.621,374.728,-34.9964963,-64.9672817,South America
Argentina,1972,ARG,24653172.0,301570162688.0,90.067,1.37,0.299,0.238,15390.902,379.435,-34.9964963,-64.9672817,South America
Argentina,1973,ARG,25056474.0,319937937408.0,93.976,4.34,0.294,0.237,15824.17,396.498,-34.9964963,-64.9672817,South America
Argentina,1974,ARG,25462304.0,340686405632.0,95.48,1.6,0.28,0.232,16190.644,412.251,-34.9964963,-64.9672817,South America
Argentina,1975,ARG,25865776.0,337656020992.0,94.845,-0.66,0.281,0.236,15580.92,403.013,-34.9964963,-64.9672817,South America
Argentina,1976,ARG,26264682.0,336841146368.0,99.699,5.12,0.296,0.236,16092.859,422.674,-34.9964963,-64.9672817,South America
Argentina,1977,ARG,26661396.0,357157961728.0,100.706,1.01,0.282,0.229,16556.957,441.432,-34.9964963,-64.9672817,South America
Argentina,1978,ARG,27061042.0,341466742784.0,102.556,1.84,0.3,0.233,16336.655,442.087,-34.9964963,-64.9672817,South America
Argentina,1979,ARG,27471046.0,365906460672.0,110.616,7.86,0.302,0.234,17279.869,474.696,-34.9964963,-64.9672817,South America
Argentina,1980,ARG,27896532.0,371076956160.0,108.656,-1.77,0.293,0.232,16918.916,471.979,-34.9964963,-64.9672817,South America
Argentina,1981,ARG,28338514.0,349782016000.0,101.969,-6.15,0.292,0.224,16161.879,458.004,-34.9964963,-64.9672817,South America
Argentina,1982,ARG,28794550.0,338761515008.0,103.351,1.36,0.305,0.223,16201.427,466.513,-34.9964963,-64.9672817,South America
Argentina,1983,ARG,29262048.0,350706597888.0,105.142,1.73,0.3,0.218,16615.547,486.205,-34.9964963,-64.9672817,South America
Argentina,1984,ARG,29737098.0,357844353024.0,106.452,1.25,0.298,0.22,16393.367,487.491,-34.9964963,-64.9672817,South America
Argentina,1985,ARG,30216284.0,334171439104.0,100.531,-5.56,0.301,0.211,15939.496,481.632,-34.9964963,-64.9672817,South America
Argentina,1986,ARG,30698964.0,358634684416.0,104.15,3.6,0.29,0.206,16575.734,508.858,-34.9964963,-64.9672817,South America
Argentina,1987,ARG,31184410.0,367893610496.0,114.877,10.3,0.312,0.218,17053.727,531.81,-34.9964963,-64.9672817,South America
Argentina,1988,ARG,31668940.0,360921169920.0,121.405,5.68,0.336,0.226,17073.861,540.711,-34.9964963,-64.9672817,South America
Argentina,1989,ARG,32148136.0,338520801280.0,117.02,-3.61,0.346,0.226,16219.109,521.414,-34.9964963,-64.9672817,South America
Argentina,1990,ARG,32618648.0,338751160320.0,112.079,-4.22,0.331,0.22,15727.454,513.008,-34.9964963,-64.9672817,South America
Argentina,1991,ARG,33079004.0,376057921536.0,117.506,4.84,0.312,0.227,15759.858,521.32,-34.9964963,-64.9672817,South America
Argentina,1992,ARG,33529320.0,416679788544.0,121.231,3.17,0.291,0.218,16680.805,559.296,-34.9964963,-64.9672817,South America
Argentina,1993,ARG,33970100.0,444780216320.0,117.777,-2.85,0.265,0.206,17009.543,577.816,-34.9964963,-64.9672817,South America
Argentina,1994,ARG,34402668.0,472926748672.0,122.229,3.78,0.259,0.202,17694.785,608.748,-34.9964963,-64.9672817,South America
Argentina,1995,ARG,34828168.0,461601013760.0,127.765,4.53,0.277,0.203,18037.787,628.223,-34.9964963,-64.9672817,South America
Argentina,1996,ARG,35246376.0,489406464000.0,134.762,5.48,0.275,0.203,18643.102,657.102,-34.9964963,-64.9672817,South America
Argentina,1997,ARG,35657436.0,531526418432.0,137.641,2.14,0.259,0.204,18642.443,664.742,-34.9964963,-64.9672817,South America
Argentina,1998,ARG,36063448.0,554567008256.0,139.452,1.32,0.252,0.199,19088.906,688.412,-34.9964963,-64.9672817,South America
Argentina,1999,ARG,36467220.0,538270564352.0,147.285,5.62,0.274,0.208,19083.41,695.919,-34.9964963,-64.9672817,South America
Argentina,2000,ARG,36870796.0,536481038336.0,142.358,-3.35,0.265,0.201,18950.959,698.737,-34.9964963,-64.9672817,South America
Argentina,2001,ARG,37275644.0,515221291008.0,134.004,-5.87,0.26,0.194,18308.758,682.471,-34.9964963,-64.9672817,South America
Argentina,2002,ARG,37681744.0,461203406848.0,124.392,-7.17,0.27,0.187,17367.029,654.42,-34.9964963,-64.9672817,South America
Argentina,2003,ARG,38087868.0,504301027328.0,134.631,8.23,0.267,0.19,18415.979,701.425,-34.9964963,-64.9672817,South America
Argentina,2004,ARG,38491968.0,552377778176.0,157.043,16.65,0.284,0.209,19349.941,744.817,-34.9964963,-64.9672817,South America
Argentina,2005,ARG,38892924.0,604065431552.0,161.434,2.8,0.267,0.202,20327.631,790.601,-34.9964963,-64.9672817,South America
Argentina,2006,ARG,39289876.0,655699017728.0,174.609,8.16,0.266,0.208,21139.527,830.569,-34.9964963,-64.9672817,South America
Argentina,2007,ARG,39684304.0,718084636672.0,174.246,-0.21,0.243,0.198,21841.943,866.782,-34.9964963,-64.9672817,South America
Argentina,2008,ARG,40080160.0,750663630848.0,188.106,7.95,0.251,0.212,21906.949,878.034,-34.9964963,-64.9672817,South America
Argentina,2009,ARG,40482784.0,709525635072.0,178.949,-4.87,0.252,0.207,21084.041,853.541,-34.9964963,-64.9672817,South America
Argentina,2010,ARG,40895752.0,784986275840.0,186.733,4.35,0.238,0.208,21637.92,884.899,-34.9964963,-64.9672817,South America
Argentina,2011,ARG,41320496.0,835970465792.0,190.274,1.9,0.228,0.205,22007.273,909.351,-34.9964963,-64.9672817,South America
Argentina,2012,ARG,41755188.0,827404779520.0,191.715,0.76,0.232,0.199,22630.785,944.953,-34.9964963,-64.9672817,South America
Argentina,2013,ARG,42196036.0,847305113600.0,190.133,-0.82,0.224,0.19,23292.625,982.856,-34.9964963,-64.9672817,South America
Argentina,2014,ARG,42637508.0,825981468672.0,188.657,-0.78,0.228,0.189,22981.123,979.858,-34.9964963,-64.9672817,South America
Argentina,2015,ARG,43075416.0,847854960640.0,192.406,1.99,0.227,0.189,23134.643,996.534,-34.9964963,-64.9672817,South America
Argentina,2016,ARG,43508460.0,828372942848.0,190.977,-0.74,0.23,0.189,22793.072,991.691,-34.9964963,-64.9672817,South America
Argentina,2017,ARG,43937144.0,850482233344.0,187.805,-1.66,0.221,0.186,22545.5,990.585,-34.9964963,-64.9672817,South America
Argentina,2018,ARG,44361148.0,829373284352.0,181.1,-3.57,0.218,0.182,22169.889,983.482,-34.9964963,-64.9672817,South America
Armenia,1992,ARM,3442820.0,15777784832.0,5.863,-19.56,0.372,0.101,16776.016,57.757,40.7696272,44.6736646,Asia
Armenia,1993,ARM,3363111.0,13153102848.0,2.575,-56.08,0.196,0.059,13070.321,43.957,40.7696272,44.6736646,Asia
Armenia,1994,ARM,3283664.0,13441652736.0,2.713,5.37,0.202,0.069,11967.157,39.296,40.7696272,44.6736646,Asia
Armenia,1995,ARM,3217349.0,14085538816.0,3.433,26.53,0.244,0.089,11980.379,38.545,40.7696272,44.6736646,Asia
Armenia,1996,ARM,3168213.0,14363169792.0,2.595,-24.4,0.181,0.053,15573.897,49.341,40.7696272,44.6736646,Asia
Armenia,1997,ARM,3133081.0,14402198528.0,3.269,25.96,0.227,0.079,13272.018,41.582,40.7696272,44.6736646,Asia
Armenia,1998,ARM,3108691.0,14841954304.0,3.397,3.91,0.229,0.077,14215.176,44.191,40.7696272,44.6736646,Asia
Armenia,1999,ARM,3089020.0,14850691072.0,3.05,-10.23,0.205,0.112,8841.605,27.312,40.7696272,44.6736646,Asia
Armenia,2002,ARM,3033976.0,18018121728.0,3.077,-12.91,0.171,0.111,9120.343,27.671,40.7696272,44.6736646,Asia
Armenia,2003,ARM,3017938.0,19928737792.0,3.456,12.31,0.173,0.114,10082.388,30.428,40.7696272,44.6736646,Asia
Armenia,2006,ARM,2958301.0,25937829888.0,4.402,0.58,0.17,0.121,12339.243,36.503,40.7696272,44.6736646,Asia
Armenia,2007,ARM,2932615.0,28610387968.0,5.1,15.87,0.178,0.124,13967.61,40.962,40.7696272,44.6736646,Asia
Armenia,2008,ARM,2907615.0,29672505344.0,5.575,9.31,0.188,0.141,13595.759,39.531,40.7696272,44.6736646,Asia
Armenia,2010,ARM,2877314.0,24485627904.0,4.253,-2.53,0.174,0.108,13671.606,39.338,40.7696272,44.6736646,Asia
Armenia,2011,ARM,2876536.0,24860479488.0,4.969,16.84,0.2,0.12,14397.599,41.415,40.7696272,44.6736646,Asia
Armenia,2012,ARM,2884239.0,26635751424.0,5.748,15.69,0.216,0.131,15215.488,43.885,40.7696272,44.6736646,Asia
Armenia,2013,ARM,2897593.0,27513477120.0,5.535,-3.71,0.201,0.129,14858.405,43.054,40.7696272,44.6736646,Asia
Armenia,2014,ARM,2912403.0,28507138048.0,5.604,1.25,0.197,0.128,15067.993,43.884,40.7696272,44.6736646,Asia
Armenia,2015,ARM,2925559.0,29365307392.0,5.469,-2.41,0.186,0.134,13899.147,40.663,40.7696272,44.6736646,Asia
Armenia,2016,ARM,2936147.0,29426933760.0,5.203,-4.87,0.177,0.127,13946.896,40.95,40.7696272,44.6736646,Asia
Armenia,2017,ARM,2944789.0,31639250944.0,5.537,6.41,0.175,0.127,14819.897,43.641,40.7696272,44.6736646,Asia
Armenia,2018,ARM,2951741.0,33296515072.0,5.826,5.22,0.175,0.136,14543.448,42.928,40.7696272,44.6736646,Asia
Australia,1965,AUS,11313186.0,185112117248.0,120.853,11.0,0.653,0.285,37633.965,425.76,-24.7761086,134.755,Oceania
Australia,1966,AUS,11593402.0,190257577984.0,120.219,-0.52,0.632,0.27,38478.914,446.102,-24.7761086,134.755,Oceania
Australia,1967,AUS,11899644.0,203110694912.0,129.144,7.42,0.636,0.274,39756.906,473.093,-24.7761086,134.755,Oceania
Australia,1968,AUS,12215704.0,215046504448.0,134.497,4.14,0.625,0.269,41069.574,501.694,-24.7761086,134.755,Oceania
